Mass	Radius	phi	Temp	Rho	Pres	Lumi	H1	He4	He3	C12	C13	N14	N15	O16	O17	O18	Ne	Na	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Sc	Ti	V	Cr	Mn	Fe	Co	Ni
0.7421979000000001	0.3665	2.556972504787529	5520000.0	5.7379999999999995	4308000000000000.0	0.9988600000000001	0.7268899999999999	0.25795	0.0004728	0.002612	3.166e-05	0.0007727000000000001	1.8990000000000002e-06	0.0063950000000000005	2.582e-06	1.547e-05	0.0014060000000000001	3.523e-05	0.0006778	5.977e-05	0.0007480000000000001	6.8620000000000005e-06	0.0003728	4.955e-06	7.505e-05	3.869e-06	6.432e-05	4.1520000000000004e-08	3.202e-06	3.8240000000000004e-07	1.868e-05	1.366e-05	0.001295	3.5960000000000004e-06	7.656e-05
0.7430139	0.367	2.554212000444255	5513000.0	5.706	4278000000000000.0	0.9988600000000001	0.7269100000000001	0.25793	0.00046719999999999997	0.002611	3.165e-05	0.0007727000000000001	1.8990000000000002e-06	0.0063939999999999995	2.582e-06	1.547e-05	0.0014060000000000001	3.523e-05	0.0006778	5.977e-05	0.0007480000000000001	6.861e-06	0.0003728	4.955e-06	7.504e-05	3.869e-06	6.431e-05	4.151e-08	3.202e-06	3.8240000000000004e-07	1.868e-05	1.365e-05	0.001295	3.5960000000000004e-06	7.656e-05
0.74383	0.3675	2.5514559824144265	5505000.0	5.6739999999999995	4248000000000000.0	0.9988600000000001	0.72693	0.25792	0.00046160000000000005	0.002611	3.165e-05	0.0007726	1.8990000000000002e-06	0.0063939999999999995	2.582e-06	1.547e-05	0.0014060000000000001	3.523e-05	0.0006778	5.977e-05	0.0007480000000000001	6.861e-06	0.0003727	4.955e-06	7.504e-05	3.868e-06	6.431e-05	4.151e-08	3.202e-06	3.823e-07	1.868e-05	1.365e-05	0.001295	3.595e-06	7.655e-05
0.744646	0.368	2.5487044365213425	5498000.0	5.642	4219000000000000.0	0.99887	0.72695	0.2579	0.0004559	0.002611	3.165e-05	0.0007726	1.8990000000000002e-06	0.0063939999999999995	2.582e-06	1.547e-05	0.0014060000000000001	3.523e-05	0.0006777	5.976e-05	0.0007479	6.861e-06	0.0003727	4.955e-06	7.504e-05	3.868e-06	6.431e-05	4.151e-08	3.202e-06	3.823e-07	1.868e-05	1.365e-05	0.001295	3.595e-06	7.655e-05
0.745462	0.3685	2.5459573488391998	5490000.0	5.61	4189000000000000.0	0.99887	0.72697	0.25789	0.0004503	0.002611	3.165e-05	0.0007725	1.8990000000000002e-06	0.006393	2.582e-06	1.547e-05	0.0014060000000000001	3.523e-05	0.0006777	5.976e-05	0.0007479	6.86e-06	0.0003727	4.9539999999999995e-06	7.503e-05	3.868e-06	6.431e-05	4.151e-08	3.202e-06	3.823e-07	1.868e-05	1.365e-05	0.001295	3.595e-06	7.655e-05
0.7462741999999999	0.369	2.543214712299008	5482000.0	5.579	4160000000000000.0	0.99887	0.7269899999999999	0.25787	0.0004448	0.002611	3.165e-05	0.0007725	1.8990000000000002e-06	0.006393	2.582e-06	1.547e-05	0.0014060000000000001	3.523e-05	0.0006777	5.976e-05	0.0007479	6.86e-06	0.0003727	4.9539999999999995e-06	7.503e-05	3.868e-06	6.43e-05	4.151e-08	3.202e-06	3.823e-07	1.868e-05	1.365e-05	0.001295	3.595e-06	7.654e-05
0.747074	0.3695	2.540476542564624	5475000.0	5.547000000000001	4131000000000000.0	0.99887	0.72701	0.25786	0.0004396	0.002611	3.164e-05	0.0007725	1.8990000000000002e-06	0.006393	2.582e-06	1.547e-05	0.001405	3.523e-05	0.0006777	5.976e-05	0.0007478	6.86e-06	0.0003727	4.9539999999999995e-06	7.503e-05	3.868e-06	6.43e-05	4.151e-08	3.202e-06	3.823e-07	1.868e-05	1.365e-05	0.001295	3.595e-06	7.654e-05
0.7478738	0.37	2.5377428482273077	5467000.0	5.516	4102000000000000.0	0.9988799999999999	0.7270300000000001	0.25785	0.0004345	0.002611	3.164e-05	0.0007724	1.8990000000000002e-06	0.006393	2.5810000000000004e-06	1.546e-05	0.001405	3.522e-05	0.0006777	5.976e-05	0.0007478	6.86e-06	0.0003727	4.9539999999999995e-06	7.503e-05	3.868e-06	6.43e-05	4.15e-08	3.2010000000000004e-06	3.823e-07	1.868e-05	1.365e-05	0.001295	3.595e-06	7.654e-05
0.7486735999999999	0.3705	2.535013615115489	5460000.0	5.485	4073000000000000.0	0.9988799999999999	0.72705	0.25783	0.0004293	0.002611	3.164e-05	0.0007724	1.8990000000000002e-06	0.006392	2.5810000000000004e-06	1.546e-05	0.001405	3.522e-05	0.0006776	5.976e-05	0.0007478	6.86e-06	0.0003727	4.9539999999999995e-06	7.503e-05	3.868e-06	6.43e-05	4.15e-08	3.2010000000000004e-06	3.823e-07	1.868e-05	1.365e-05	0.001295	3.595e-06	7.654e-05
0.7494734000000001	0.371	2.5322888291233534	5452000.0	5.454	4045000000000000.0	0.9988799999999999	0.72707	0.25782	0.0004242	0.002611	3.164e-05	0.0007724	1.898e-06	0.006392	2.5810000000000004e-06	1.546e-05	0.001405	3.522e-05	0.0006776	5.975e-05	0.0007478	6.86e-06	0.0003727	4.9539999999999995e-06	7.502e-05	3.868e-06	6.43e-05	4.15e-08	3.2010000000000004e-06	3.823e-07	1.868e-05	1.365e-05	0.001295	3.595e-06	7.654e-05
0.7502732	0.3715	2.5295684762104447	5445000.0	5.4239999999999995	4017000000000000.0	0.9988799999999999	0.7270800000000001	0.25781	0.00041900000000000005	0.0026100000000000003	3.164e-05	0.0007724	1.898e-06	0.006392	2.5810000000000004e-06	1.546e-05	0.001405	3.522e-05	0.0006776	5.975e-05	0.0007478	6.859e-06	0.0003727	4.9539999999999995e-06	7.502e-05	3.868e-06	6.43e-05	4.15e-08	3.2010000000000004e-06	3.823e-07	1.867e-05	1.365e-05	0.001295	3.595e-06	7.654e-05
0.751073	0.372	2.5268525424012664	5437000.0	5.393	3989000000000000.0	0.9988799999999999	0.7271	0.25779	0.0004138999999999999	0.0026100000000000003	3.164e-05	0.0007723	1.898e-06	0.006392	2.5810000000000004e-06	1.546e-05	0.001405	3.522e-05	0.0006776	5.975e-05	0.0007478	6.859e-06	0.0003727	4.9539999999999995e-06	7.502e-05	3.868e-06	6.43e-05	4.15e-08	3.2010000000000004e-06	3.823e-07	1.867e-05	1.365e-05	0.001295	3.595e-06	7.654e-05
0.7518728	0.3725	2.5241410137848894	5430000.0	5.3629999999999995	3961000000000000.0	0.99889	0.72712	0.25778	0.00040869999999999996	0.0026100000000000003	3.164e-05	0.0007723	1.898e-06	0.006391	2.5810000000000004e-06	1.546e-05	0.001405	3.522e-05	0.0006776	5.975e-05	0.0007478	6.859e-06	0.0003727	4.9539999999999995e-06	7.502e-05	3.8669999999999996e-06	6.43e-05	4.15e-08	3.2010000000000004e-06	3.823e-07	1.867e-05	1.365e-05	0.001295	3.594e-06	7.654e-05
0.7526725999999999	0.373	2.52143387651456	5422000.0	5.332999999999999	3933000000000000.0	0.99889	0.72714	0.25777	0.00040360000000000005	0.0026100000000000003	3.164e-05	0.0007723	1.898e-06	0.006391	2.5810000000000004e-06	1.546e-05	0.001405	3.522e-05	0.0006776	5.975e-05	0.0007478	6.859e-06	0.00037260000000000006	4.9539999999999995e-06	7.502e-05	3.8669999999999996e-06	6.429e-05	4.15e-08	3.2010000000000004e-06	3.8219999999999997e-07	1.867e-05	1.365e-05	0.001295	3.594e-06	7.653e-05
0.7534589	0.3735	2.5187311410004725	5415000.0	5.303	3906000000000000.0	0.99889	0.72716	0.25775	0.0003988	0.0026100000000000003	3.163e-05	0.0007722	1.898e-06	0.006391	2.5810000000000004e-06	1.546e-05	0.001405	3.522e-05	0.0006776	5.975e-05	0.0007477	6.859e-06	0.00037260000000000006	4.953e-06	7.502e-05	3.8669999999999996e-06	6.429e-05	4.15e-08	3.2010000000000004e-06	3.8219999999999997e-07	1.867e-05	1.365e-05	0.001295	3.594e-06	7.653e-05
0.754243	0.374	2.516032821518989	5407000.0	5.273	3879000000000000.0	0.99889	0.72718	0.25774	0.00039410000000000004	0.0026100000000000003	3.163e-05	0.0007722	1.898e-06	0.006391	2.5810000000000004e-06	1.546e-05	0.001405	3.522e-05	0.0006775	5.975e-05	0.0007477	6.859e-06	0.00037260000000000006	4.953e-06	7.501e-05	3.8669999999999996e-06	6.429e-05	4.15e-08	3.2010000000000004e-06	3.8219999999999997e-07	1.867e-05	1.365e-05	0.001295	3.594e-06	7.653e-05
0.7550272	0.3745	2.5133389078885857	5400000.0	5.244	3852000000000000.0	0.99889	0.7272	0.25772	0.0003894	0.0026100000000000003	3.163e-05	0.0007722	1.898e-06	0.00639	2.5810000000000004e-06	1.546e-05	0.001405	3.522e-05	0.0006775	5.974e-05	0.0007477	6.857999999999999e-06	0.00037260000000000006	4.953e-06	7.501e-05	3.8669999999999996e-06	6.429e-05	4.15e-08	3.2010000000000004e-06	3.8219999999999997e-07	1.867e-05	1.365e-05	0.001295	3.594e-06	7.652e-05
0.7558113000000001	0.375	2.510649386217743	5392000.0	5.2139999999999995	3825000000000000.0	0.9989	0.72722	0.25771	0.00038469999999999997	0.0026100000000000003	3.163e-05	0.0007721	1.898e-06	0.00639	2.58e-06	1.546e-05	0.001405	3.522e-05	0.0006775	5.974e-05	0.0007476	6.857999999999999e-06	0.00037260000000000006	4.953e-06	7.501e-05	3.8669999999999996e-06	6.428e-05	4.149e-08	3.2010000000000004e-06	3.8219999999999997e-07	1.867e-05	1.365e-05	0.001295	3.594e-06	7.652e-05
0.7565954	0.3755	2.5079642428572444	5385000.0	5.185	3798000000000000.0	0.9989	0.72724	0.25769000000000003	0.00037999999999999997	0.0026089999999999998	3.163e-05	0.0007721	1.898e-06	0.00639	2.58e-06	1.546e-05	0.001405	3.521e-05	0.0006774	5.974e-05	0.0007476	6.857999999999999e-06	0.00037260000000000006	4.953e-06	7.5e-05	3.8669999999999996e-06	6.428e-05	4.149e-08	3.2e-06	3.8219999999999997e-07	1.867e-05	1.365e-05	0.001295	3.594e-06	7.652e-05
0.7573673000000001	0.376	2.505283485616487	5378000.0	5.156000000000001	3772000000000000.0	0.9989	0.72726	0.25768	0.0003756	0.0026089999999999998	3.163e-05	0.000772	1.898e-06	0.006389	2.58e-06	1.546e-05	0.001405	3.521e-05	0.0006774	5.974e-05	0.0007476	6.857000000000001e-06	0.00037260000000000006	4.952e-06	7.5e-05	3.8669999999999996e-06	6.428e-05	4.149e-08	3.2e-06	3.8219999999999997e-07	1.867e-05	1.365e-05	0.001295	3.594e-06	7.652e-05
0.7581384	0.3765	2.5026071236645384	5370000.0	5.127000000000001	3746000000000000.0	0.9989	0.72728	0.25766999999999995	0.0003713	0.0026089999999999998	3.162e-05	0.000772	1.898e-06	0.006389	2.58e-06	1.546e-05	0.001405	3.521e-05	0.0006774	5.974e-05	0.0007476	6.857000000000001e-06	0.00037260000000000006	4.952e-06	7.5e-05	3.866e-06	6.428e-05	4.149e-08	3.2e-06	3.821e-07	1.867e-05	1.365e-05	0.001295	3.593e-06	7.651e-05
0.7589096	0.377	2.499935144362474	5363000.0	5.098	3719000000000000.0	0.9989	0.7273	0.25765	0.0003669	0.0026089999999999998	3.162e-05	0.000772	1.8969999999999998e-06	0.006389	2.58e-06	1.545e-05	0.001405	3.521e-05	0.0006774	5.973e-05	0.0007475	6.857000000000001e-06	0.0003725	4.952e-06	7.5e-05	3.866e-06	6.428e-05	4.149e-08	3.2e-06	3.821e-07	1.867e-05	1.365e-05	0.001295	3.593e-06	7.651e-05
0.7596807	0.3775	2.4972675338932713	5356000.0	5.07	3694000000000000.0	0.9989	0.72731	0.25764000000000004	0.0003625	0.0026089999999999998	3.162e-05	0.000772	1.8969999999999998e-06	0.006389	2.58e-06	1.545e-05	0.001405	3.521e-05	0.0006774	5.973e-05	0.0007475	6.857000000000001e-06	0.0003725	4.952e-06	7.5e-05	3.866e-06	6.428e-05	4.149e-08	3.2e-06	3.821e-07	1.867e-05	1.365e-05	0.001295	3.593e-06	7.651e-05
0.7604518	0.378	2.4946042786793914	5348000.0	5.041	3668000000000000.0	0.9989100000000001	0.72733	0.25763	0.0003582	0.0026089999999999998	3.162e-05	0.0007719	1.8969999999999998e-06	0.0063880000000000004	2.58e-06	1.545e-05	0.001405	3.521e-05	0.0006774	5.973e-05	0.0007475	6.857000000000001e-06	0.0003725	4.952e-06	7.5e-05	3.866e-06	6.427e-05	4.149e-08	3.2e-06	3.821e-07	1.867e-05	1.365e-05	0.001295	3.593e-06	7.651e-05
0.7612229	0.3785	2.491945365030141	5341000.0	5.013	3642000000000000.0	0.9989100000000001	0.72735	0.25761	0.00035380000000000003	0.0026089999999999998	3.162e-05	0.0007719	1.8969999999999998e-06	0.0063880000000000004	2.58e-06	1.545e-05	0.001405	3.521e-05	0.0006774	5.973e-05	0.0007475	6.857000000000001e-06	0.0003725	4.952e-06	7.499e-05	3.866e-06	6.427e-05	4.149e-08	3.2e-06	3.821e-07	1.867e-05	1.365e-05	0.001295	3.593e-06	7.651e-05
0.7619848000000001	0.379	2.489290795329797	5334000.0	4.985	3617000000000000.0	0.9989100000000001	0.72737	0.2576	0.00034960000000000004	0.0026089999999999998	3.162e-05	0.0007719	1.8969999999999998e-06	0.0063880000000000004	2.58e-06	1.545e-05	0.0014039999999999999	3.521e-05	0.0006772999999999999	5.973e-05	0.0007475	6.857000000000001e-06	0.0003725	4.952e-06	7.499e-05	3.866e-06	6.427e-05	4.149e-08	3.2e-06	3.821e-07	1.867e-05	1.365e-05	0.001294	3.593e-06	7.651e-05
0.7627376	0.3795	2.4866405877371482	5326000.0	4.957	3592000000000000.0	0.9989100000000001	0.72739	0.25759	0.0003457	0.0026089999999999998	3.162e-05	0.0007718	1.8969999999999998e-06	0.0063880000000000004	2.5789999999999998e-06	1.545e-05	0.0014039999999999999	3.521e-05	0.0006772999999999999	5.973e-05	0.0007475	6.856e-06	0.0003725	4.952e-06	7.499e-05	3.866e-06	6.427e-05	4.148e-08	3.2e-06	3.821e-07	1.867e-05	1.365e-05	0.001294	3.593e-06	7.65e-05
0.7634904	0.38	2.483994744294005	5319000.0	4.93	3567000000000000.0	0.9989100000000001	0.7274	0.25756999999999997	0.0003418	0.0026089999999999998	3.161e-05	0.0007718	1.8969999999999998e-06	0.0063880000000000004	2.5789999999999998e-06	1.545e-05	0.0014039999999999999	3.521e-05	0.0006772999999999999	5.973e-05	0.0007475	6.856e-06	0.0003725	4.952e-06	7.499e-05	3.866e-06	6.427e-05	4.148e-08	3.2e-06	3.821e-07	1.867e-05	1.364e-05	0.001294	3.593e-06	7.65e-05
0.7642432	0.3805	2.4813532512258973	5312000.0	4.902	3542000000000000.0	0.9989100000000001	0.72742	0.25756	0.0003379	0.0026079999999999996	3.161e-05	0.0007718	1.8969999999999998e-06	0.0063869999999999994	2.5789999999999998e-06	1.545e-05	0.0014039999999999999	3.521e-05	0.0006772999999999999	5.973e-05	0.0007474000000000001	6.856e-06	0.0003725	4.952e-06	7.499e-05	3.866e-06	6.427e-05	4.148e-08	3.2e-06	3.821e-07	1.867e-05	1.364e-05	0.001294	3.593e-06	7.65e-05
0.7649959	0.381	2.478716094993882	5305000.0	4.875	3518000000000000.0	0.9989100000000001	0.72744	0.25755	0.0003339	0.0026079999999999996	3.161e-05	0.0007718	1.8969999999999998e-06	0.0063869999999999994	2.5789999999999998e-06	1.545e-05	0.0014039999999999999	3.521e-05	0.0006772999999999999	5.973e-05	0.0007474000000000001	6.856e-06	0.0003725	4.9510000000000005e-06	7.499e-05	3.866e-06	6.427e-05	4.148e-08	3.2e-06	3.821e-07	1.867e-05	1.364e-05	0.001294	3.593e-06	7.65e-05
0.7657487	0.3815	2.4760832619492676	5297000.0	4.8469999999999995	3493000000000000.0	0.99892	0.72745	0.25754	0.00033	0.0026079999999999996	3.161e-05	0.0007718	1.8969999999999998e-06	0.0063869999999999994	2.5789999999999998e-06	1.545e-05	0.0014039999999999999	3.521e-05	0.0006772999999999999	5.972e-05	0.0007474000000000001	6.856e-06	0.0003725	4.9510000000000005e-06	7.499e-05	3.866e-06	6.427e-05	4.148e-08	3.2e-06	3.821e-07	1.867e-05	1.364e-05	0.001294	3.593e-06	7.65e-05
0.7665015000000001	0.382	2.473454738333691	5290000.0	4.82	3469000000000000.0	0.99892	0.72747	0.25751999999999997	0.0003261	0.0026079999999999996	3.161e-05	0.0007717000000000001	1.8969999999999998e-06	0.0063869999999999994	2.5789999999999998e-06	1.545e-05	0.0014039999999999999	3.521e-05	0.0006772999999999999	5.972e-05	0.0007474000000000001	6.856e-06	0.0003725	4.9510000000000005e-06	7.499e-05	3.866e-06	6.426e-05	4.148e-08	3.2e-06	3.821e-07	1.867e-05	1.364e-05	0.001294	3.593e-06	7.65e-05
0.7672542	0.3825	2.4708305107945128	5283000.0	4.793	3445000000000000.0	0.99892	0.72749	0.25751	0.0003221	0.0026079999999999996	3.161e-05	0.0007717000000000001	1.8969999999999998e-06	0.0063869999999999994	2.5789999999999998e-06	1.545e-05	0.0014039999999999999	3.52e-05	0.0006772999999999999	5.972e-05	0.0007474000000000001	6.856e-06	0.0003725	4.9510000000000005e-06	7.498e-05	3.866e-06	6.426e-05	4.148e-08	3.2e-06	3.821e-07	1.867e-05	1.364e-05	0.001294	3.593e-06	7.65e-05
0.768007	0.383	2.4682105658695783	5276000.0	4.766	3421000000000000.0	0.99892	0.72751	0.2575	0.0003182	0.0026079999999999996	3.161e-05	0.0007717000000000001	1.8969999999999998e-06	0.006386	2.5789999999999998e-06	1.545e-05	0.0014039999999999999	3.52e-05	0.0006772999999999999	5.972e-05	0.0007474000000000001	6.856e-06	0.0003725	4.9510000000000005e-06	7.498e-05	3.866e-06	6.426e-05	4.148e-08	3.2e-06	3.821e-07	1.866e-05	1.364e-05	0.001294	3.593e-06	7.65e-05
0.7687598000000001	0.3835	2.4655948899872953	5269000.0	4.74	3397000000000000.0	0.99892	0.72752	0.25748000000000004	0.00031430000000000005	0.0026079999999999996	3.161e-05	0.0007717000000000001	1.8969999999999998e-06	0.006386	2.5789999999999998e-06	1.545e-05	0.0014039999999999999	3.52e-05	0.0006772	5.972e-05	0.0007474000000000001	6.856e-06	0.0003725	4.9510000000000005e-06	7.498e-05	3.865e-06	6.426e-05	4.148e-08	3.2e-06	3.821e-07	1.866e-05	1.364e-05	0.001294	3.593e-06	7.65e-05
0.7695025	0.384	2.462983486932215	5262000.0	4.713	3374000000000000.0	0.99892	0.72754	0.25747	0.0003106	0.0026079999999999996	3.161e-05	0.0007716	1.8969999999999998e-06	0.006386	2.5789999999999998e-06	1.545e-05	0.0014039999999999999	3.52e-05	0.0006772	5.972e-05	0.0007473	6.855e-06	0.0003724	4.9510000000000005e-06	7.498e-05	3.865e-06	6.426e-05	4.148e-08	3.1989999999999998e-06	3.82e-07	1.866e-05	1.364e-05	0.001294	3.592e-06	7.649e-05
0.7702386999999999	0.3845	2.4603763714521762	5254000.0	4.687	3351000000000000.0	0.99892	0.72756	0.25745999999999997	0.000307	0.0026079999999999996	3.16e-05	0.0007716	1.896e-06	0.006386	2.5789999999999998e-06	1.545e-05	0.0014039999999999999	3.52e-05	0.0006772	5.972e-05	0.0007473	6.855e-06	0.0003724	4.9510000000000005e-06	7.498e-05	3.865e-06	6.426e-05	4.148e-08	3.1989999999999998e-06	3.82e-07	1.866e-05	1.364e-05	0.001294	3.592e-06	7.649e-05
0.7709748000000001	0.385	2.457773541254721	5247000.0	4.6610000000000005	3327000000000000.0	0.9989299999999999	0.72758	0.25744	0.0003035	0.0026079999999999996	3.16e-05	0.0007714999999999999	1.896e-06	0.006385	2.578e-06	1.545e-05	0.0014039999999999999	3.52e-05	0.0006772	5.971e-05	0.0007473	6.855e-06	0.0003724	4.95e-06	7.497e-05	3.865e-06	6.425e-05	4.147e-08	3.1989999999999998e-06	3.82e-07	1.866e-05	1.364e-05	0.001294	3.592e-06	7.649e-05
0.7717109000000001	0.3855	2.455174983059217	5240000.0	4.635	3304000000000000.0	0.9989299999999999	0.72759	0.25743	0.00029989999999999997	0.002607	3.16e-05	0.0007714999999999999	1.896e-06	0.006385	2.578e-06	1.544e-05	0.0014039999999999999	3.52e-05	0.0006771	5.971e-05	0.0007472000000000001	6.854e-06	0.0003724	4.95e-06	7.497e-05	3.865e-06	6.425e-05	4.147e-08	3.1989999999999998e-06	3.82e-07	1.866e-05	1.364e-05	0.001294	3.592e-06	7.648e-05
0.7724470999999999	0.386	2.452580683309037	5233000.0	4.609	3281000000000000.0	0.9989299999999999	0.7276100000000001	0.25742	0.0002964	0.002607	3.16e-05	0.0007714999999999999	1.896e-06	0.006385	2.578e-06	1.544e-05	0.0014039999999999999	3.52e-05	0.0006771	5.971e-05	0.0007472000000000001	6.854e-06	0.0003724	4.95e-06	7.496e-05	3.865e-06	6.425e-05	4.147e-08	3.1989999999999998e-06	3.82e-07	1.866e-05	1.364e-05	0.001294	3.592e-06	7.648e-05
0.7731724	0.3865	2.4499906467511843	5226000.0	4.583	3259000000000000.0	0.9989299999999999	0.72763	0.2574	0.0002931	0.002607	3.16e-05	0.0007714	1.896e-06	0.006384	2.578e-06	1.544e-05	0.0014039999999999999	3.519e-05	0.0006771	5.971e-05	0.0007472000000000001	6.854e-06	0.0003724	4.95e-06	7.496e-05	3.865e-06	6.425e-05	4.147e-08	3.1989999999999998e-06	3.82e-07	1.866e-05	1.364e-05	0.001294	3.592e-06	7.648e-05
0.7738946999999999	0.387	2.447404883275425	5219000.0	4.558	3236000000000000.0	0.9989299999999999	0.72765	0.25739	0.0002898	0.002607	3.16e-05	0.0007714	1.896e-06	0.006384	2.578e-06	1.544e-05	0.0014039999999999999	3.519e-05	0.0006771	5.97e-05	0.0007472000000000001	6.854e-06	0.0003724	4.95e-06	7.496e-05	3.864e-06	6.424e-05	4.147e-08	3.1989999999999998e-06	3.82e-07	1.866e-05	1.364e-05	0.001294	3.592e-06	7.647e-05
0.7746171	0.3875	2.4448233843039855	5212000.0	4.532	3214000000000000.0	0.9989299999999999	0.7276600000000001	0.25738	0.0002865	0.002607	3.159e-05	0.0007714	1.896e-06	0.006384	2.578e-06	1.544e-05	0.0014039999999999999	3.519e-05	0.000677	5.97e-05	0.0007472000000000001	6.854e-06	0.0003724	4.95e-06	7.496e-05	3.864e-06	6.424e-05	4.147e-08	3.1989999999999998e-06	3.819e-07	1.866e-05	1.364e-05	0.001294	3.592e-06	7.647e-05
0.7753394	0.388	2.4422461364535963	5205000.0	4.507	3192000000000000.0	0.9989299999999999	0.72768	0.25736	0.0002832	0.002607	3.159e-05	0.0007712999999999999	1.896e-06	0.006384	2.578e-06	1.544e-05	0.0014039999999999999	3.519e-05	0.000677	5.97e-05	0.0007471	6.854e-06	0.00037230000000000005	4.95e-06	7.496e-05	3.864e-06	6.424e-05	4.147e-08	3.1989999999999998e-06	3.819e-07	1.866e-05	1.364e-05	0.001294	3.5910000000000004e-06	7.647e-05
0.7760618	0.3885	2.439673126402753	5198000.0	4.482	3170000000000000.0	0.9989299999999999	0.7277	0.25735	0.00028	0.002607	3.159e-05	0.0007712999999999999	1.896e-06	0.006383	2.578e-06	1.544e-05	0.001403	3.519e-05	0.000677	5.97e-05	0.0007471	6.8529999999999994e-06	0.00037230000000000005	4.95e-06	7.496e-05	3.864e-06	6.424e-05	4.147e-08	3.198e-06	3.819e-07	1.866e-05	1.364e-05	0.001294	3.5910000000000004e-06	7.647e-05
0.7767841	0.389	2.437104340889642	5191000.0	4.457	3148000000000000.0	0.9989299999999999	0.7277100000000001	0.25734	0.0002767	0.002607	3.159e-05	0.0007712999999999999	1.896e-06	0.006383	2.578e-06	1.544e-05	0.001403	3.519e-05	0.000677	5.97e-05	0.0007471	6.8529999999999994e-06	0.00037230000000000005	4.9489999999999995e-06	7.496e-05	3.864e-06	6.424e-05	4.147e-08	3.198e-06	3.819e-07	1.866e-05	1.364e-05	0.001294	3.5910000000000004e-06	7.647e-05
0.7775064	0.3895	2.434539766878276	5184000.0	4.4319999999999995	3126000000000000.0	0.9989299999999999	0.72773	0.25732	0.0002734	0.002607	3.159e-05	0.0007712999999999999	1.896e-06	0.006383	2.577e-06	1.544e-05	0.001403	3.519e-05	0.000677	5.97e-05	0.0007471	6.8529999999999994e-06	0.00037230000000000005	4.9489999999999995e-06	7.496e-05	3.864e-06	6.424e-05	4.147e-08	3.198e-06	3.819e-07	1.866e-05	1.364e-05	0.001294	3.5910000000000004e-06	7.647e-05
0.7782288	0.39	2.431979391062076	5177000.0	4.407	3104000000000000.0	0.9989399999999999	0.72775	0.25731	0.0002702	0.002607	3.159e-05	0.0007712000000000001	1.895e-06	0.006383	2.577e-06	1.544e-05	0.001403	3.519e-05	0.000677	5.97e-05	0.0007471	6.8529999999999994e-06	0.00037230000000000005	4.9489999999999995e-06	7.495e-05	3.864e-06	6.424e-05	4.146e-08	3.198e-06	3.819e-07	1.866e-05	1.364e-05	0.001294	3.5910000000000004e-06	7.647e-05
0.7789348	0.3905	2.4294232270817537	5170000.0	4.383	3083000000000000.0	0.9989399999999999	0.7277600000000001	0.2573	0.0002672	0.002606	3.159e-05	0.0007712000000000001	1.895e-06	0.006383	2.577e-06	1.544e-05	0.001403	3.519e-05	0.000677	5.97e-05	0.0007471	6.8529999999999994e-06	0.00037230000000000005	4.9489999999999995e-06	7.495e-05	3.864e-06	6.424e-05	4.146e-08	3.198e-06	3.819e-07	1.866e-05	1.364e-05	0.001294	3.5910000000000004e-06	7.647e-05
0.7796394	0.391	2.426871290954276	5163000.0	4.3580000000000005	3062000000000000.0	0.9989399999999999	0.72778	0.25728	0.00026430000000000003	0.002606	3.159e-05	0.0007712000000000001	1.895e-06	0.006382	2.577e-06	1.544e-05	0.001403	3.519e-05	0.000677	5.97e-05	0.0007471	6.8529999999999994e-06	0.00037230000000000005	4.9489999999999995e-06	7.495e-05	3.864e-06	6.424e-05	4.146e-08	3.198e-06	3.819e-07	1.866e-05	1.364e-05	0.001294	3.5910000000000004e-06	7.646e-05
0.7803441	0.3915	2.424323571556975	5156000.0	4.334	3041000000000000.0	0.9989399999999999	0.7278	0.25727	0.0002613	0.002606	3.158e-05	0.0007711	1.895e-06	0.006382	2.577e-06	1.544e-05	0.001403	3.519e-05	0.0006769	5.969e-05	0.0007469999999999999	6.8529999999999994e-06	0.00037230000000000005	4.9489999999999995e-06	7.495e-05	3.864e-06	6.423e-05	4.146e-08	3.198e-06	3.819e-07	1.866e-05	1.364e-05	0.001294	3.5910000000000004e-06	7.646e-05
0.7810488	0.392	2.421780055527034	5149000.0	4.31	3020000000000000.0	0.9989399999999999	0.7278100000000001	0.25726	0.00025839999999999994	0.002606	3.158e-05	0.0007711	1.895e-06	0.006382	2.577e-06	1.544e-05	0.001403	3.519e-05	0.0006769	5.969e-05	0.0007469999999999999	6.852000000000001e-06	0.00037230000000000005	4.9489999999999995e-06	7.495e-05	3.864e-06	6.423e-05	4.146e-08	3.198e-06	3.819e-07	1.866e-05	1.364e-05	0.001294	3.5910000000000004e-06	7.646e-05
0.7817534	0.3925	2.4192407298876373	5142000.0	4.2860000000000005	2999000000000000.0	0.9989399999999999	0.72783	0.25725	0.00025550000000000003	0.002606	3.158e-05	0.0007711	1.895e-06	0.006382	2.577e-06	1.544e-05	0.001403	3.519e-05	0.0006769	5.969e-05	0.0007469999999999999	6.852000000000001e-06	0.00037230000000000005	4.9489999999999995e-06	7.495e-05	3.864e-06	6.423e-05	4.146e-08	3.198e-06	3.819e-07	1.866e-05	1.364e-05	0.001294	3.5910000000000004e-06	7.646e-05
